name,city,stalp,zip,repdte,bkclass,total_assets,total_liabilities,net_income,total_loans_and_leases,loan_amount_to_individuals,micro_loan_amount,small_loan_amount,micro_loan_number,small_loan_number,agg_loan_amount,agg_loan_number
The Friendship State Bank,Friendship,IN,47021,6/30/16,SM,338601,303362,1552,244442,10627,5905,23477,292,119,16583,259
The Fullerton National Bank,Fullerton,NE,68638,6/30/16,N,45159,40086,310,31765,1410,5554,0,127,0,22379,220
The Garrett State Bank,Garrett,IN,46738,6/30/16,SM,222976,201155,1748,161572,6905,11821,12546,482,68,6447,84
The Gary State Bank,Gary,MN,56545,6/30/16,NM,13114,11310,84,10671,991,2682,0,60,0,6746,128
The Genoa Banking Company,Genoa,OH,43430,6/30/16,SM,314540,287213,970,226882,18368,6051,60498,193,264,6830,60
The Geo. D. Warthen Bank,Sandersville,GA,31082,6/30/16,NM,170336,154849,254,105604,13814,4742,17237,169,89,4252,49
The Gerber State Bank,Argenta,IL,62501,6/30/16,NM,78272,69657,160,26341,918,896,3217,24,16,3511,42
The Gifford State Bank,Gifford,IL,61847,6/30/16,NM,161396,146565,1036,135739,7160,14436,0,162,0,37702,436
The Girard National Bank,Girard,KS,66743,6/30/16,N,655484,575853,3314,449341,13372,13639,56732,744,530,86166,1876
The Glen Burnie Mutual Savings Bank,Glen Burnie,MD,21061,6/30/16,SB,88725,81772,106,65000,0,51,938,2,8,0,0
The Goose River Bank,Mayville,ND,58257,6/30/16,NM,121172,109394,926,88700,7540,4512,15911,173,83,25766,283
The Gorham State Bank,Gorham,KS,67640,6/30/16,NM,29394,26653,161,16601,1213,3880,0,98,0,8545,174
The Granger National Bank,Granger,TX,76530,6/30/16,N,32297,26862,130,6995,726,1160,0,33,0,3154,51
The Grant County Bank,Petersburg,WV,26847,6/30/16,NM,246325,214696,1390,204364,8570,8362,40485,341,191,5305,85
The Granville National Bank,Granville,IL,61326,6/30/16,N,82300,73159,123,40569,3675,2927,5070,132,29,5544,88
The Gratz Bank,Gratz,PA,17030,6/30/16,NM,298444,272359,1485,191468,2533,6222,12971,341,94,17458,205
The Greenwood's State Bank,Lake Mills,WI,53551,6/30/16,NM,163895,146470,583,133240,4364,2912,33818,144,130,8631,125
The Guilford Savings Bank,Guilford,CT,6437,6/30/16,SB,645586,558888,2187,446356,579,3783,49619,98,142,0,0
The Gunnison Bank and Trust Company,Gunnison,CO,81230,6/30/16,SM,81340,73638,404,57242,526,1670,18336,92,65,2038,18
The Halstead Bank,Halstead,KS,67056,6/30/16,SM,110577,100479,584,88573,8309,6036,10634,254,47,28159,393
The Hamilton Bank,Hamilton,MO,64644,6/30/16,NM,73690,66561,473,42231,2640,2367,2961,131,20,16503,393
The Hamler State Bank,Hamler,OH,43524,6/30/16,SM,75174,63003,425,42570,835,8141,0,114,0,13558,194
The Harbor Bank of Maryland,Baltimore,MD,21201,6/30/16,NM,250776,225640,-390,189529,1734,1194,42061,38,148,0,0
The Hardin County Bank,Savannah,TN,38372,6/30/16,NM,446166,407485,2396,357805,17987,16643,67774,671,363,11613,124
The Harrison Building and Loan Association,Harrison,OH,45030,6/30/16,SA,221973,189888,325,113812,675,1122,8766,33,44,941,10
The Harrison County Bank,Lost Creek,WV,26385,6/30/16,NM,104872,94140,373,51012,6499,6658,0,98,0,654,25
The Harvard State Bank,Harvard,IL,60033,6/30/16,NM,224187,199025,1158,122340,4420,971,7964,33,41,1649,20
The Hastings City Bank,Hastings,MI,49058,6/30/16,NM,306312,276930,877,168800,9584,5622,30866,183,139,760,12
The Havana National Bank,Havana,IL,62644,6/30/16,N,231152,207919,1323,159673,5807,7782,13985,299,74,49522,703
The Haverford Trust Company,Radnor,PA,19087,6/30/16,SM,121475,101286,3408,72851,56753,96,1609,2,7,0,0
The Haviland State Bank,Haviland,KS,67059,6/30/16,NM,39507,34346,314,23317,502,567,1412,25,4,11651,168
The Henry County Bank,Napoleon,OH,43545,6/30/16,NM,287664,259118,999,117587,7922,4575,27342,189,128,3965,54
The Heritage Bank,Hinesville,GA,31313,6/30/16,NM,529575,487378,-4585,248385,11484,13490,64256,630,285,6379,144
The Hershey State Bank,Hershey,NE,69143,6/30/16,NM,69162,57833,546,61181,8484,4080,10403,144,51,13571,125
The Hicksville Bank,Hicksville,OH,43526,6/30/16,NM,113309,98884,308,61138,2208,2149,18304,78,83,7264,59
The Highlands Bank,Jackson,LA,70748,6/30/16,NM,145648,127270,1020,108835,1996,2548,25823,104,111,490,9
The Hill-Dodge Banking Company,Warsaw,IL,62379,6/30/16,NM,40062,33948,356,23358,1670,1727,8244,54,29,8779,95
The Hocking Valley Bank,Athens,OH,45701,6/30/16,SM,242781,216239,1021,167522,3148,4803,44499,202,194,936,9
THE HOME LOAN SAVINGS BANK,Coshocton,OH,43812,6/30/16,SB,200450,179121,1630,174721,6231,3483,24146,123,108,4376,39
The Home National Bank of Thorntown,Thorntown,IN,46071,6/30/16,N,102513,93295,376,53256,2699,2498,9794,102,43,7983,116
The Home Savings and Loan Company of Kenton  Ohio,Kenton,OH,43326,6/30/16,SA,111568,78941,154,58371,1549,4763,0,83,0,9188,119
The Home Savings and Loan Company of Youngstown  Ohio,Youngstown,OH,44503,6/30/16,SB,2078797,1838159,8745,1462116,33877,2272,53423,83,209,0,0
The Home State Bank,Loveland,CO,80537,6/30/16,NM,884455,796552,7489,452509,4011,9604,129024,703,467,186,7
The Home Trust and Savings Bank,Osage,IA,50461,6/30/16,SM,221854,199333,1516,141430,3718,4760,13751,189,65,37549,483
The Hometown Bank of Alabama,Oneonta,AL,35121,6/30/16,NM,333363,288973,2767,214142,32812,12765,27793,618,144,5551,103
The Hondo National Bank,Hondo,TX,78861,6/30/16,N,239559,215817,1420,129324,9830,7506,23792,261,100,15796,222
The Honesdale National Bank,Honesdale,PA,18431,6/30/16,N,610759,517943,3592,452475,23407,13697,94037,561,472,2322,43
The Hopeton State Bank,Hopeton,OK,73746,6/30/16,NM,25607,22410,99,9775,1400,1981,0,78,0,4238,43
The Howard State Bank  Howard  Kansas,Howard,KS,67349,6/30/16,NM,51507,46164,220,21706,1949,4429,0,117,0,9546,178
The Huntington National Bank,Columbus,OH,43216,6/30/16,N,73864004,66860221,381325,53307894,11231041,724463,2716569,24712,13228,69388,956
The Idabel National Bank,Idabel,OK,74745,6/30/16,N,123527,111596,1005,62017,5818,4751,10510,166,58,6534,124
The International Bank of Amherst,Amherst,WI,54406,6/30/16,NM,60244,51830,362,33939,837,10556,0,182,0,5989,101
The Iuka State Bank,Iuka,IL,62849,6/30/16,NM,87315,80195,209,73138,5886,6343,17297,225,88,15978,187
The Jacksboro National Bank,Jacksboro,TX,76458,6/30/16,N,249103,222556,1368,127226,5627,6454,19509,286,92,16738,340
The James Polk Stone Community Bank,Portales,NM,88130,6/30/16,NM,211169,189087,1493,107582,11822,10718,26312,417,138,4408,72
The Jamestown State Bank,Jamestown,KS,66948,6/30/16,NM,19437,16185,-13,4526,364,169,0,22,0,3749,96
The Jefferson Bank,Greenville,MS,38703,6/30/16,NM,118145,99984,1371,79652,630,2658,16460,105,69,9153,61
The Jones National Bank and Trust Company of Seward,Seward,NE,68434,6/30/16,N,226960,204792,1195,147564,4420,8653,22606,496,142,28995,421
The Juniata Valley Bank,Mifflintown,PA,17059,6/30/16,NM,567119,511429,2354,378106,8954,9050,46997,317,207,9045,105
The Kansas State Bank,Ottawa,KS,66067,6/30/16,NM,124058,112219,582,40947,2215,2459,6540,92,30,5820,134
The Kansas State Bank Overbrook Kansas,Overbrook,KS,66524,6/30/16,NM,55951,48555,319,31200,2674,9779,0,244,0,12478,207
The Karnes County National Bank of Karnes City,Karnes City,TX,78118,6/30/16,N,365461,329873,1781,100140,6126,3556,21018,176,81,7768,144
The Kearny County Bank,Lakin,KS,67860,6/30/16,NM,195717,161305,2237,137608,4442,11074,32466,375,154,31842,262
The Killbuck Savings Bank Company,Killbuck,OH,44637,6/30/16,SM,491463,439715,2440,301539,5931,14269,65970,561,291,12838,188
The La Porte Savings Bank,La Porte,IN,46350,6/30/16,SB,517279,440918,3704,332893,3685,2868,41149,91,151,193,2
The Lake Bank,Two Harbors,MN,55616,6/30/16,NM,114204,103324,85,95172,1383,2218,10754,77,49,0,0
The Lamesa National Bank,Lamesa,TX,79331,6/30/16,N,284350,254278,1359,95289,636,2241,6710,94,23,50174,398
The Lauderdale County Bank,Halls,TN,38040,6/30/16,NM,52627,47452,133,23476,2966,3334,4188,86,23,2341,51
The Leaders Bank,Oak Brook,IL,60523,6/30/16,NM,329794,289173,1871,262482,92,733,44040,27,151,0,0
The Lemont National Bank,Lemont,IL,60439,6/30/16,N,57222,52906,-63,8005,12,0,766,0,3,0,0
The Liberty National Bank in Paris,Paris,TX,75460,6/30/16,N,266549,220156,1278,100750,10820,5768,11912,259,69,3640,156
The Liberty Savings Association  FSA,Fort Scott,KS,66701,6/30/16,SA,35464,29038,47,9975,1055,160,1894,5,5,86,1
The Libertyville Savings Bank,Fairfield,IA,52556,6/30/16,NM,327795,288534,1802,208281,4389,50292,0,816,0,116461,1244
The Lincoln National Bank of Hodgenville,Hodgenville,KY,42748,6/30/16,N,280918,244340,1122,203374,14750,8964,24476,423,130,24349,376
The Litchfield National Bank,Litchfield,IL,62056,6/30/16,N,92727,84618,315,65748,5027,2745,5170,90,38,16539,200
The Little Bank  Incorporated,Kinston,NC,28501,6/30/16,SB,361953,325476,1556,251440,1796,7481,70890,309,290,3790,27
The Lorraine State Bank,Lorraine,KS,67459,6/30/16,NM,22873,19593,106,17308,1951,855,0,23,0,12162,266
The Lowell Five Cent Savings Bank,Lowell,MA,1852,6/30/16,SB,1033318,913594,2884,773173,2440,5788,82763,329,302,0,0
The Luzerne Bank,Luzerne,PA,18709,6/30/16,NM,375746,330362,1143,274283,5565,8245,64400,324,348,141,1
The Lyndon State Bank,Lyndon,KS,66451,6/30/16,NM,72178,64014,-179,46362,2108,7416,0,112,0,11291,180
The Lyon County State Bank,Emporia,KS,66801,6/30/16,NM,146564,132834,654,53053,2869,1579,10306,70,41,3080,48
The Lyons National Bank,Lyons,NY,14489,6/30/16,N,927415,856097,4188,626473,26885,25735,112063,1009,616,65289,904
The Lyons State Bank,Lyons,KS,67554,6/30/16,NM,100172,88869,486,69006,4508,1895,6917,85,33,18500,223
The Lytle State Bank of Lytle  Texas,Lytle,TX,78052,6/30/16,NM,82824,68503,452,24239,13003,4561,0,101,0,1816,54
The Malvern National Bank,Malvern,AR,72104,6/30/16,N,503168,452688,302,251275,5611,6818,36510,161,125,3520,46
The Marblehead Bank,Marblehead,OH,43440,6/30/16,SM,46844,41892,135,17435,2419,1059,2099,25,14,0,0
The Maries County Bank,Vienna,MO,65582,6/30/16,NM,453841,389019,2087,254666,25470,26461,38060,1095,150,74609,1551
The Marion National Bank,Marion,KS,66861,6/30/16,N,21685,18195,4,7355,292,1534,0,34,0,3444,29
The Mars National Bank,Mars,PA,16046,6/30/16,N,370310,334821,570,224728,2769,1516,22888,66,104,0,0
The MassMutual Trust Company,Enfield,CT,6082,6/30/16,SA,75819,57681,1325,0,0,0,0,0,0,0,0
The Mer Rouge State Bank,Mer Rouge,LA,71261,6/30/16,NM,44365,39104,92,21895,457,1685,6630,88,33,3808,53
The Mercantile Bank of Louisiana  Missouri,Louisiana,MO,63353,6/30/16,NM,107177,83082,767,57537,1144,1289,12007,72,50,6960,133
The Merchants and Citizens Bank,Mcrae,GA,31055,6/30/16,NM,107421,89037,515,36086,4546,1923,5896,130,31,4818,115
The Merchants and Planters Bank,Clarendon,AR,72029,6/30/16,NM,45502,40149,126,10424,935,2870,0,64,0,2029,36
The Merchants and Farmers Bank of Salisbury,Salisbury,MO,65281,6/30/16,NM,96467,87647,322,59320,2233,1959,8783,109,49,17433,314
The Merchants National Bank,Hillsboro,OH,45133,6/30/16,N,673308,610282,3907,527055,17816,21072,78160,840,344,94006,968
The Merchants National Bank of Sacramento,Sacramento,CA,95814,6/30/16,N,215180,193374,659,71675,147,583,10272,19,34,375,3
The Metamora State Bank,Metamora,OH,43540,6/30/16,SM,68584,61873,225,49009,553,1662,8131,135,71,13753,186
The Middleburg Bank,Middleburg,VA,20117,6/30/16,SM,1308555,1184385,5062,854836,18684,5749,82900,221,313,932,5
The Middlefield Banking Company,Middlefield,OH,44062,6/30/16,NM,758525,682213,4026,580200,4498,31128,142914,901,437,2353,35
The Midland National Bank of Newton,Newton,KS,67114,6/30/16,N,138115,122500,272,61923,4717,1699,10416,71,52,3555,37
The Milford Bank,Milford,CT,6460,6/30/16,SB,416991,373512,428,343173,19133,4358,53819,183,215,0,0
The Milford National Bank and Trust Company,Milford,MA,1757,6/30/16,N,310035,282583,820,261216,6548,3911,82801,155,299,0,0
The Milton Banking Company,Wellston,OH,45692,6/30/16,NM,134752,119271,746,112282,24411,5245,15462,319,78,1275,36
The Miners National Bank of Eveleth,Eveleth,MN,55734,6/30/16,N,58918,53650,7,20902,2185,883,2467,39,18,0,0
The Miners State Bank,Iron River,MI,49935,6/30/16,NM,122954,109665,397,83512,453,6312,40948,216,159,0,0
The MINT National Bank,Kingwood,TX,77339,6/30/16,N,120163,107209,638,87687,152,482,31686,13,93,0,0
The Mission Bank,Mission,KS,66205,6/30/16,NM,544574,447489,2645,269436,1807,623,21510,29,85,299,2
The Missouri Bank,Warrenton,MO,63383,6/30/16,SM,214893,189993,1655,122666,2356,3056,21479,122,106,5631,60
The Missouri Bank II,Sedalia,MO,65301,6/30/16,SM,85036,74979,606,56106,1033,902,7907,42,32,2227,23
The Monitor Bank,Big Prairie,OH,44611,6/30/16,NM,41756,36086,145,22821,1155,4363,5716,211,38,5784,57
The Monticello Banking Company,Monticello,KY,42633,6/30/16,SM,565864,504410,2850,365539,34222,14419,64920,607,285,24296,413
The Moody National Bank,Galveston,TX,77550,6/30/16,N,1001599,874368,5290,577924,8008,5488,58439,160,247,257,1
The Morrill and Janes Bank and Trust Company,Merriam,KS,66204,6/30/16,NM,843069,758048,4658,523166,4621,8670,103126,401,477,24540,323
The Morris County National Bank of Naples,Naples,TX,75568,6/30/16,N,96658,86834,677,55309,6973,5000,9105,204,48,9380,246
The Morris Plan Company of Terre Haute  Inc.,Terre Haute,IN,47808,6/30/16,NM,75019,55224,1644,69509,64090,562,99,35,1,14,1
The Morris State Bank,Morris,OK,74445,6/30/16,SM,76488,70052,805,56307,7940,2877,3224,134,28,12543,269
The Mt. Victory State Bank,Mount Victory,OH,43340,6/30/16,NM,17897,15950,22,4943,2007,278,0,13,0,765,13
The Muncy Bank and Trust Company,Muncy,PA,17756,6/30/16,NM,384245,341628,2009,306917,11279,5543,36818,195,139,1498,22
The Murray Bank,Murray,KY,42071,6/30/16,SA,282702,256277,1192,178091,9001,5879,30868,231,152,15500,189
The Murray State Bank,Murray,NE,68409,6/30/16,NM,49263,44116,123,28667,1627,660,3419,48,18,7809,84
The Napoleon State Bank,Napoleon,IN,47034,6/30/16,NM,199331,176834,1271,168373,16009,7047,25277,257,131,32575,384
The National Bank of Adams County of West Union,West Union,OH,45693,6/30/16,N,84196,75178,290,40036,2105,4009,0,98,0,9720,104
The National Bank of Andrews,Andrews,TX,79714,6/30/16,N,171383,150507,2438,99273,4818,4887,27945,137,116,1478,12
The National Bank of Blacksburg,Blacksburg,VA,24060,6/30/16,N,1208221,1029526,7833,631579,31552,14504,95619,494,395,3110,74
The National Bank of Coxsackie,Coxsackie,NY,12051,6/30/16,N,285525,259543,561,127954,9180,4753,19128,660,134,279,2
The National Bank of Delaware County,Walton,NY,13856,6/30/16,N,375497,334443,466,112435,6347,3544,13752,199,64,4517,92
The National Bank of Georgia,Athens,GA,30606,6/30/16,N,416233,374036,2394,346159,2689,4236,47186,153,180,1561,14
The National Bank of Indianapolis,Indianapolis,IN,46204,6/30/16,N,1908173,1763583,6927,1268050,33593,10934,168612,334,636,614,3
The National Bank of Malvern,Malvern,PA,19355,6/30/16,N,147634,123100,608,99108,87,680,13146,24,57,1467,15
The National Bank of Middlebury,Middlebury,VT,5753,6/30/16,N,328867,298877,951,215530,840,6628,38040,154,162,356,2
The National Bank of Texas at Fort Worth,Fort Worth,TX,76106,6/30/16,N,230641,210800,762,106427,12891,11500,31305,497,143,501,15
The National Bank of Waupun,Waupun,WI,53963,6/30/16,N,141679,124788,833,103232,5668,7701,27381,245,112,9914,145
The National Capital Bank of Washington,Washington,DC,20003,6/30/16,N,409193,366579,3128,213559,1353,839,22170,45,84,0,0
The National Grand Bank of Marblehead,Marblehead,MA,1945,6/30/16,N,302607,267709,1257,223084,3783,2747,14888,317,64,0,0
The National Iron Bank,Salisbury,CT,6068,6/30/16,N,121436,111178,291,75245,1242,262,5655,14,29,0,0
The National Union Bank of Kinderhook,Kinderhook,NY,12106,6/30/16,N,431289,387121,1798,323440,3332,6421,81567,191,314,139,3
The Necedah Bank,Necedah,WI,54646,6/30/16,NM,34304,30121,99,25474,438,870,9320,27,29,1025,10
The Neffs National Bank,Neffs,PA,18065,6/30/16,N,330106,270599,2200,170260,5320,8702,41115,252,205,502,2
The Nehawka Bank,Nehawka,NE,68413,6/30/16,NM,16425,13782,23,14592,581,1296,1766,37,10,4122,39
The Nekoma State Bank,La Crosse,KS,67548,6/30/16,NM,45923,41551,225,14073,685,685,760,35,8,6902,154
The New Washington State Bank,New Washington,IN,47162,6/30/16,NM,291341,261832,2170,239741,43296,10768,50949,393,238,4069,43
The Nicollet County Bank of Saint Peter,Saint Peter,MN,56082,6/30/16,NM,166117,152555,706,79364,4342,4483,10819,163,70,36958,423
The Nodaway Valley Bank,Maryville,MO,64468,6/30/16,NM,838647,727711,8991,551941,9614,52524,80003,1669,488,114735,1557
The North Country Savings Bank,Canton,NY,13617,6/30/16,SB,250471,219185,237,197615,5452,7616,0,144,0,0,0
The North Salem State Bank,North Salem,IN,46165,6/30/16,NM,264507,242825,1460,213523,11848,10101,36797,399,179,53040,471
The North Side Bank and Trust Company,Cincinnati,OH,45223,6/30/16,SM,522352,448879,2624,390012,7545,5875,93800,169,415,0,0
The Northern State Bank of Gonvick,Gonvick,MN,56644,6/30/16,NM,35964,29672,36,7752,1884,840,536,62,5,2185,119
The Northern Trust Company,Chicago,IL,60603,6/30/16,SM,121145012,112742144,495471,34557067,334768,11232,330111,232,1048,0,0
The Northumberland National Bank,Northumberland,PA,17857,6/30/16,N,487131,438497,1247,298974,4228,4392,42727,148,148,3902,28
The Oakwood State Bank,Oakwood,TX,75855,6/30/16,NM,6417,5088,21,1481,661,676,0,24,0,93,3
The Oculina Bank,Vero Beach,FL,32967,6/30/16,SA,271221,245746,1134,229232,819,785,17609,33,104,64,1
The Ohio Valley Bank Company,Gallipolis,OH,45631,6/30/16,SM,810987,721071,3710,591663,82896,7566,57641,288,250,2544,24
The Old Exchange National Bank of Okawville,Okawville,IL,62271,6/30/16,N,62493,55677,345,32982,450,169,1999,14,14,14154,164
The Old Fort Banking Company,Old Fort,OH,44861,6/30/16,NM,495781,451991,2052,284831,4649,13246,85332,417,356,4871,58
The Old Point National Bank of Phoebus,Hampton,VA,23663,6/30/16,N,891786,804087,1565,598161,44112,7264,126790,230,451,150,1
The Olpe State Bank,Olpe,KS,66865,6/30/16,NM,35508,29596,129,21559,959,3430,0,74,0,10616,213
The Osgood State Bank,Osgood,OH,45351,6/30/16,NM,180049,161876,619,104167,5437,4427,19100,138,98,8175,96
The Ottoville Bank Company,Ottoville,OH,45876,6/30/16,SM,85387,68914,537,44299,696,1645,6630,78,30,7333,104
The Ozona National Bank,Ozona,TX,76943,6/30/16,N,231356,207402,979,152847,3245,4349,23288,198,94,2175,31
The Paducah Bank and Trust Company,Paducah,KY,42001,6/30/16,SM,593909,517024,5151,419423,13149,12346,73907,485,420,2234,29
The Paris National Bank,Paris,MO,65275,6/30/16,N,80193,69017,431,40424,1615,2068,3836,86,25,20789,290
